-,-,-
-501.71,-587.77,897.22
-253.66,-617.92,926.03
-246.95,-670.17,1035.77
-291.87,-701.17,1071.78
-90.45,-698.36,950.20
-121.95,-678.96,912.48
98.27,-698.24,768.43
306.88,-797.12,609.62
429.69,-975.83,278.56
1025.63,-1269.53,-342.53
1526.86,-1563.11,-1495.12
1790.65,-1962.28,-3134.40
809.08,-1858.15,-1974.24
278.32,-459.96,-446.53
-1006.10,1540.41,-2997.31
-3859.25,3196.90,-539.06
1684.08,-913.82,-594.12
-637.70,-358.40,777.47
1271.24,-679.32,435.67
369.51,-613.77,823.97
-34.79,-916.50,781.62
286.01,-692.75,779.91
82.03,-548.71,760.38
74.22,-677.12,661.38
39.79,-723.27,574.22
-10.50,-839.11,417.48
-875.12,-606.08,89.48
690.67,-840.70,341.19
50.66,-242.55,342.16
187.13,-661.50,327.51
437.87,-501.59,440.43
509.03,-606.69,441.89
390.99,-741.82,564.58
210.21,-665.41,704.10
356.32,-724.61,813.11
521.97,-555.66,920.90
253.05,-625.73,834.47
7.32,-565.80,927.25
139.53,-617.07,925.29
58.84,-576.17,938.23
43.95,-505.25,986.08
150.02,-566.65,931.27
-114.99,-419.92,983.28
-180.79,-471.80,970.21
-181.27,-488.77,943.48
-142.09,-482.30,942.14
-187.99,-497.80,906.74
-136.35,-467.41,922.24
-103.52,-450.20,920.41
-167.85,-500.24,912.23
-154.66,-537.23,907.84
-156.98,-499.39,854.98
-184.20,-425.54,850.71
-150.27,-466.19,889.40
-136.84,-457.89,859.62
-167.72,-418.46,880.25
-189.09,-396.97,921.87
-112.92,-420.04,896.61
-160.03,-419.07,867.92
-157.59,-420.17,890.26
-170.53,-418.21,908.33
-150.51,-420.53,898.80
-200.20,-399.66,840.58
-63.60,-371.95,859.74
-159.18,-366.09,853.76
-145.51,-363.53,853.76
-167.60,-356.20,873.05
-181.27,-343.26,892.46
-167.60,-361.33,894.53
-202.03,-329.35,870.24

 -,-,-
-501.71,-587.77,897.22
-253.66,-617.92,926.03
-246.95,-670.17,1035.77
-291.87,-701.17,1071.78
-90.45,-698.36,950.20
-121.95,-678.96,912.48
98.27,-698.24,768.43
306.88,-797.12,609.62
429.69,-975.83,278.56
1025.63,-1269.53,-342.53
1526.86,-1563.11,-1495.12
1790.65,-1962.28,-3134.40
809.08,-1858.15,-1974.24
278.32,-459.96,-446.53
-1006.10,1540.41,-2997.31
-3859.25,3196.90,-539.06
1684.08,-913.82,-594.12
-637.70,-358.40,777.47
1271.24,-679.32,435.67
369.51,-613.77,823.97
-34.79,-916.50,781.62
286.01,-692.75,779.91
82.03,-548.71,760.38
74.22,-677.12,661.38
39.79,-723.27,574.22
-10.50,-839.11,417.48
-875.12,-606.08,89.48
690.67,-840.70,341.19
50.66,-242.55,342.16
187.13,-661.50,327.51
437.87,-501.59,440.43
509.03,-606.69,441.89
390.99,-741.82,564.58
210.21,-665.41,704.10
356.32,-724.61,813.11
521.97,-555.66,920.90
253.05,-625.73,834.47
7.32,-565.80,927.25
139.53,-617.07,925.29
58.84,-576.17,938.23
43.95,-505.25,986.08
150.02,-566.65,931.27
-114.99,-419.92,983.28
-180.79,-471.80,970.21
-181.27,-488.77,943.48
-142.09,-482.30,942.14
-187.99,-497.80,906.74
-136.35,-467.41,922.24
-103.52,-450.20,920.41
-167.85,-500.24,912.23
-154.66,-537.23,907.84
-156.98,-499.39,854.98
-184.20,-425.54,850.71
-150.27,-466.19,889.40
-136.84,-457.89,859.62
-167.72,-418.46,880.25
-189.09,-396.97,921.87
-112.92,-420.04,896.61
-160.03,-419.07,867.92
-157.59,-420.17,890.26
-170.53,-418.21,908.33
-150.51,-420.53,898.80
-200.20,-399.66,840.58
-63.60,-371.95,859.74
-159.18,-366.09,853.76
-145.51,-363.53,853.76
-167.60,-356.20,873.05
-181.27,-343.26,892.46
-167.60,-361.33,894.53
-202.03,-329.35,870.24


 -,-,-
-542.72,-579.96,632.20
-124.88,-653.93,544.07
-841.43,-799.93,1400.51
-1014.89,-1060.67,1245.97
-250.61,-738.16,1168.95
-285.52,-701.17,1020.63
46.51,-653.93,818.48
490.36,-705.20,522.71
772.58,-853.88,267.09
943.85,-998.17,-247.31
1044.07,-1171.75,-668.82
1514.77,-1328.25,-2141.11
1506.23,-1690.80,-3087.89
900.27,-1704.47,-1905.27
-796.63,-458.25,-296.75
-3823.12,2261.35,-3999.51
-681.52,2206.18,-630.62
1215.58,-23.07,-330.69
-302.98,-573.36,527.83
1182.62,-1186.40,187.99
921.87,-537.96,543.70
396.85,-726.20,558.72
185.06,-680.05,599.73
433.11,-658.94,654.54
430.05,-465.82,738.65
325.81,-454.47,733.76
348.27,-394.78,637.94
351.20,-336.79,675.54
299.68,-316.65,626.95
-457.15,-429.44,430.05
782.47,-429.81,602.42
23.68,100.10,640.01
146.48,-361.33,829.71
27.71,-461.06,835.08
148.07,-283.45,1068.97
-71.04,-502.32,1130.25
-196.66,-489.14,1166.50
98.51,-443.73,1208.86
37.48,-491.21,1104.13
-4.88,-453.49,1147.83
-132.32,-433.23,1092.16
-166.63,-442.50,1047.73
-188.60,-433.47,1044.19
-258.30,-366.33,1037.60
-312.38,-317.02,948.12
-318.24,-335.33,934.08
-384.28,-301.39,891.24
-246.22,-352.66,881.23
-293.70,-352.05,849.61
-336.79,-360.35,901.98
-425.66,-316.89,911.01
-320.80,-397.34,875.00
-274.41,-334.72,974.24
-278.08,-350.71,938.60
-343.14,-351.20,860.35
-265.99,-338.75,863.40
-264.53,-354.25,825.81
-220.70,-304.81,805.91
-241.70,-311.16,850.46
-240.72,-325.20,837.65
-257.45,-323.49,848.88
-294.43,-313.60,877.56
-282.35,-303.10,915.77
-273.68,-298.71,935.67
-249.63,-287.23,944.34
-393.19,-335.82,946.66
-387.82,-307.25,941.77
-398.32,-301.51,918.33
