 -,-,-
-976.68,641.13,3011.36
-897.79,407.82,3098.25
-532.48,-532.05,1864.91
6.23,-1134.23,1033.12
239.78,-1274.66,575.95
473.49,-1098.95,-36.96
396.68,-756.94,-371.92
396.39,-506.63,-597.05
377.61,-194.65,-817.0
470.31,-388.47,-926.36
761.95,-513.37,-1785.16
394.58,-139.29,-992.46
-973.09,2644.55,220.11
-2015.75,455.96,-1925.39
1605.28,-534.43,-454.34
323.31,-1304.86,655.69
-107.03,-690.67,785.62
937.32,-415.56,607.37
192.33,-78.94,54.74
-197.63,82.86,-174.34
-155.96,-426.26,154.16
341.38,-574.46,432.52
-34.32,-1289.01,-71.39
501.54,-1243.66,72.61
-279.32,-1343.95,-43.4
1612.86,-1351.5,131.99
476.42,-1077.88,434.34
-65.1,-1382.82,365.68
119.92,-544.84,530.62
71.32,-1037.99,535.25
-158.55,-192.98,958.11
-134.15,-655.7,702.52
-129.19,103.91,1445.89
-424.25,-512.33,907.01
-19.16,-119.71,1095.51
-319.04,392.54,1015.59
-374.08,567.43,1011.26
-451.94,732.54,1182.47
-566.09,599.74,863.46
-372.29,875.78,1040.08
 -,-,-
-1104.72,660.93,2773.37
-913.46,374.44,2605.6
-532.15,-631.01,1707.53
6.09,-1033.41,1143.61
260.28,-1226.13,595.84
467.05,-1254.4,-36.64
462.15,-782.03,-388.76
431.99,-499.92,-639.21
415.55,-210.1,-782.55
471.83,-398.71,-940.16
871.13,-451.8,-1985.68
406.77,-132.03,-960.47
-949.79,3097.82,224.75
-2011.31,457.18,-2003.76
1534.15,-539.32,-519.63
307.56,-1340.4,643.55
-108.58,-597.78,782.71
797.72,-462.45,694.76
212.12,-82.35,58.01
-185.6,89.53,-162.64
-132.3,-363.54,163.9
292.1,-610.59,410.18
-39.38,-1271.85,-64.17
541.87,-1240.48,75.19
-255.38,-1155.53,-46.85
1825.39,-1358.61,141.02
490.14,-960.3,387.44
-55.82,-1304.76,410.33
129.0,-528.41,444.13
82.77,-893.15,506.49
-181.08,-159.04,970.15
-136.66,-591.0,722.99
-141.15,117.84,1651.96
-353.01,-518.35,838.03
-19.92,-123.45,1076.92
-316.68,362.33,1262.28
-368.6,526.29,1044.33
-479.46,707.87,1198.45
-541.37,589.3,919.75
-387.96,786.12,940.13
-,-,-
-921.67,353.98,2485.93
-450.13,-189.88,2054.19
-152.89,-768.27,1232.48
170.9,-1032.96,637.0
165.39,-1035.12,225.47
164.47,-700.11,-119.78
166.83,-351.58,-435.52
320.8,-294.83,-572.09
625.58,-480.03,-1138.86
988.95,-423.48,-1309.13
946.35,-233.04,-1456.07
519.23,643.51,-594.33
-1023.6,3369.74,1353.49
1399.2,176.95,-1530.78
941.77,-671.94,680.99
-722.91,-943.88,834.75
273.25,-397.6,810.73
790.93,-376.33,409.86
12.57,38.68,28.63
-209.69,-279.81,71.77
569.68,-510.72,-103.35
73.94,-1090.55,-168.65
706.55,-650.67,397.89
216.98,-1761.91,-77.85
696.43,-1280.75,-392.39
205.45,-1450.62,-581.27
784.31,-1155.23,-315.56
357.09,-923.06,38.1
-133.65,-664.93,414.71
-53.78,-393.27,319.2
-173.38,-95.19,1056.32
-226.27,-477.55,493.99
-264.85,-361.68,798.93
-426.47,132.29,1019.96
-244.77,536.31,1093.11
-287.49,1489.32,1350.27
-570.02,2395.85,1440.76
-660.83,1146.87,1139.34
-274.73,472.72,605.19
-297.59,363.14,490.76
-,-,-
-647.08,746.54,2994.45
-674.28,642.82,3016.37
-627.03,205.94,2166.88
-259.03,-539.69,1484.85
109.81,-584.32,672.52
227.48,-516.37,67.29
359.95,-471.45,-405.86
391.19,-405.4,-643.06
447.35,-94.46,-914.9
767.98,-482.26,-1497.12
1135.03,-458.78,-2592.02
724.24,237.38,-1396.66
-786.76,2732.44,1941.65
-801.62,1682.8,-1838.64
785.94,636.55,-665.19
296.09,-750.89,635.89
-1214.26,-559.09,1232.53
804.69,-107.24,934.72
556.98,-81.56,246.5
-409.42,-572.58,-181.1
143.78,-603.42,4.7
416.01,-684.1,93.96
603.85,-695.94,185.29
441.08,-669.39,197.65
209.33,-915.65,-92.77
444.4,-847.84,171.09
400.38,-893.24,507.44
212.62,-1153.13,478.82
310.72,-1225.33,1319.27
-82.93,-1078.66,652.2
-143.17,-416.88,706.82
-128.83,-236.79,991.15
-301.74,13.76,1104.65
-341.66,273.21,1344.9
-739.95,1364.22,1631.21
-404.65,1027.74,1100.76
-416.96,868.51,1153.43
-418.72,676.4,902.14
-382.73,624.04,953.62
-334.06,540.57,811.43
 -,-,-
-584.38,308.88,2198.47
-550.35,315.98,2701.03
-647.75,188.85,3018.48
-483.09,-335.3,2242.85
-88.28,-836.23,1285.37
100.15,-773.37,527.78
238.67,-615.22,-303.18
414.5,-430.57,-543.21
424.06,-390.36,-780.4
659.26,-259.13,-1287.1
824.51,-445.26,-1720.18
712.9,-365.89,-1148.81
-1321.92,2867.93,-493.63
-3159.53,-634.21,-2035.76
2176.89,-69.83,-367.6
-196.06,-636.59,238.36
-347.22,-433.2,860.72
685.95,-228.04,724.91
660.19,-401.47,100.21
-253.44,-393.85,-26.52
292.44,-765.26,-196.32
680.57,-739.23,-93.33
501.56,-1006.65,99.54
581.38,-938.56,-167.66
507.03,-876.08,-108.38
284.02,-1181.1,5.15
412.54,-972.84,186.68
132.49,-1040.29,342.72
75.35,-656.77,722.04
-63.16,-887.78,670.13
-124.92,-522.65,834.55
-236.96,-717.21,476.9
-357.73,166.54,1304.34
-565.13,-212.1,714.94
-307.52,297.02,1276.21
-579.72,561.17,1104.53
-434.36,895.76,1348.99
-472.08,756.58,1304.19
-373.66,654.43,952.47
 -,-,-
-1014.79,562.46,2917.7
-905.8,379.11,2870.79
-526.75,-538.67,1694.9
5.47,-980.43,1154.28
280.14,-1327.08,570.19
533.64,-1253.37,-34.72
401.45,-724.88,-412.52
445.91,-446.79,-639.03
436.86,-177.78,-796.06
393.56,-421.66,-773.23
850.27,-469.02,-1807.46
414.67,-121.3,-1062.16
-1014.06,3204.13,237.54
-1924.78,442.7,-1853.78
1333.31,-487.19,-509.92
337.19,-1259.8,732.51
-105.34,-667.86,669.87
998.84,-436.71,691.2
187.62,-74.68,48.46
-169.26,83.85,-165.07
-135.57,-377.97,131.08
295.36,-554.65,427.6
-40.27,-1159.93,-64.82
516.44,-1104.69,66.02
-285.06,-1284.31,-41.28
1788.41,-1247.11,122.78
526.87,-955.27,454.81
-63.72,-1211.72,329.82
119.55,-481.99,534.22
71.43,-1034.8,555.86
-155.63,-183.83,964.18
-150.42,-640.88,784.95
-140.99,102.6,1479.56
-402.52,-507.53,815.76
-19.02,-132.27,1000.71
-307.16,417.12,1015.26
-386.81,581.36,940.53
-415.31,668.38,1102.35
-535.94,639.98,763.94
-381.29,788.74,1058.82
 -,-,-
-1061.92,597.85,2969.7
-954.62,320.66,2499.46
